"hadoop";"2018-12-16T16:16:00+08:00";0.677
"hadoop";"2018-12-16T16:24:00+08:00";0.49
"hadoop";"2018-12-16T16:32:00+08:00";0.45
"hadoop";"2018-12-16T16:40:00+08:00";0.515
"hadoop";"2018-12-16T16:48:00+08:00";0.339
"hadoop";"2018-12-16T16:56:00+08:00";0.64
"hadoop";"2018-12-16T17:04:00+08:00";0.781
"hadoop";"2018-12-16T17:12:00+08:00";0.803
"hadoop";"2018-12-16T17:20:00+08:00";0.639
"hadoop";"2018-12-16T17:28:00+08:00";0.396
"hadoop";"2018-12-16T17:36:00+08:00";0.43
"hadoop";"2018-12-16T17:44:00+08:00";0.444
"hadoop";"2018-12-16T17:52:00+08:00";0.629
"hadoop";"2018-12-16T18:00:00+08:00";0.636
"hadoop";"2018-12-16T18:08:00+08:00";0.674
"hadoop";"2018-12-16T18:16:00+08:00";0.656
"hadoop";"2018-12-16T18:24:00+08:00";0.432
"hadoop";"2018-12-16T18:32:00+08:00";0.504
"hadoop";"2018-12-16T18:40:00+08:00";0.38
"hadoop";"2018-12-16T18:48:00+08:00";0.597
"hadoop";"2018-12-16T18:56:00+08:00";0.734
"hadoop";"2018-12-16T19:04:00+08:00";0.631
"hadoop";"2018-12-16T19:12:00+08:00";0.606
"hadoop";"2018-12-16T19:20:00+08:00";0.41
"hadoop";"2018-12-16T19:28:00+08:00";0.47
"hadoop";"2018-12-16T19:36:00+08:00";0.419
"hadoop";"2018-12-16T19:44:00+08:00";0.488
"hadoop";"2018-12-16T19:52:00+08:00";0.752
"hadoop";"2018-12-16T20:00:00+08:00";0.806
"hadoop";"2018-12-16T20:08:00+08:00";0.593
"hadoop";"2018-12-16T20:16:00+08:00";0.478
"hadoop";"2018-12-16T20:24:00+08:00";0.458
"hadoop";"2018-12-16T20:32:00+08:00";0.421
"hadoop";"2018-12-16T20:40:00+08:00";0.545
"hadoop";"2018-12-16T20:48:00+08:00";0.661
"hadoop";"2018-12-16T20:56:00+08:00";0.688
"hadoop";"2018-12-16T21:04:00+08:00";0.609
"hadoop";"2018-12-16T21:12:00+08:00";0.428
"hadoop";"2018-12-16T21:20:00+08:00";0.412
"hadoop";"2018-12-16T21:28:00+08:00";0.43
"hadoop";"2018-12-16T21:36:00+08:00";0.5
"hadoop";"2018-12-16T21:44:00+08:00";0.68
"hadoop";"2018-12-16T21:52:00+08:00";0.739
"hadoop";"2018-12-16T22:00:00+08:00";0.611
"hadoop";"2018-12-16T22:08:00+08:00";0.363
"hadoop";"2018-12-16T22:16:00+08:00";0.443
"hadoop";"2018-12-16T22:24:00+08:00";0.374
"hadoop";"2018-12-16T22:32:00+08:00";0.572
"hadoop";"2018-12-16T22:40:00+08:00";0.515
"hadoop";"2018-12-16T22:48:00+08:00";0.685
"hadoop";"2018-12-16T22:56:00+08:00";0.611
"hadoop";"2018-12-16T23:04:00+08:00";0.443
